Distance,CP20/40,CP20/50,CP20/60,CP20/80,CP20/100,CP20/120,CP20/140,CP20/160,CP20/180,CP25/40,CP25/50,CP25/60,CP25/80,CP25/100,CP25/120,CP25/140,CP25/160,CP25/180,FH5.18/60,FH5.18/90,FH5.18/120,FH5.18/150,FH5.18/180,TP25/80,TP25/100,TP25/120,TP25/140,TP25/160,TP25/180,TP20/80,TP20/100,TP20/120,TP20/140,TP20/160,TP20/180,TP15/80,TP15/100,TP15/120,TP15/140,TP15/160,TP15/180,TP17/80,TP17/100,TP17/120,TP17/140,TP17/160,TP17/180,SP6548,SP6554,SP6560,SP6648,SP6654,SP6660,RV2.25/120,RV2.25/150,RV2.25/170,RV2.25/180,RH2.21/120,RH2.21/150,RH2.21/170,RH2.21/180,FH8.20/60,FH8.20/90,FH8.20/120,FH8.20/150,FH8.20/180,FH8.23/60,FH8.23/90,FH8.23/120,FH8.23/150,FH8.23/180,FH8.21/60,FH8.21/90,FH8.21/120,FH8.21/150,FH8.21/180,,
34,67.60808049,53.05027483,44.23887231,44.7729451,38.47964657,32.93668988,31.16945246,29.98844366,29.16625009,84.41407044,69.71018721,60.41264696,60.15075972,53.30899559,47.00516334,44.66101604,43.07319819,41.3684468,411.9451951,418.3081798,411.5174834,415.3794271,420.8507389,535.9753755,540.2772478,554.8713514,553.00367,554.8018143,555.825795,492.4766619,497.0657409,510.5936671,517.0744658,504.2668161,503.9479002,444.8511995,450.4631756,459.1528447,464.5900692,454.0655929,453.4189261,447.3080303,453.0036274,454.3669418,454.9464006,455.9196921,455.4908186,88.85487177,87.15928112,85.9621909,61.35491964,59.3504771,57.90026897,130.3225282,127.9019857,119.6261884,118.3846156,1539.094236,1595.862675,1532.103976,1530.288924,474.7529924,487.1793563,485.5211303,492.6960347,493.4721922,511.731909,529.1660462,528.4833258,536.992093,538.1377106,498.8112456,514.2777984,513.2974865,521.3977828,522.2429989,,
35,67.18170869,52.7948551,44.05960101,44.59269321,38.34244808,32.82784238,31.06729586,29.89002499,29.07006334,83.85242126,69.34076066,60.13364074,59.87461506,53.08541302,46.82003206,44.4759043,42.8947455,41.19938919,401.5777991,411.3719348,413.2627669,405.1861997,417.4257027,527.2506071,535.6014203,538.6458767,544.2733356,545.9527468,547.0245425,479.7554053,487.7225933,495.416275,495.0653883,494.1103291,491.7313524,433.1109406,439.442223,445.2942136,444.6187596,443.601443,444.1332496,432.7269671,438.5423154,439.8685854,440.5191134,441.3654076,441.4986911,88.91327709,87.22405983,86.02342022,61.49142217,59.4948187,58.05098539,129.6881322,130.149996,118.9973549,117.7568577,1500.936791,1595.053448,1494.264561,1492.467249,461.6890443,476.3870797,475.0707517,481.4038081,484.2077303,500.4620578,519.056634,517.8256398,525.4168174,527.4398056,487.5947436,503.2834747,502.6835627,510.7999234,511.4780788,,
36,66.74957021,52.53592171,43.87781097,44.40989591,38.20335731,32.7175469,30.9638038,29.79035739,28.97267883,83.29036184,68.97043237,59.85363728,59.59741983,52.86082946,46.6336882,44.2899606,42.71538123,41.03008338,386.5407412,384.4274427,392.0875612,392.5444173,394.8872243,518.4838285,527.884859,532.6463811,535.4162258,537.1628247,538.1544101,465.0915457,458.5392762,475.5649429,465.4741015,467.8696948,468.2713341,419.6236197,425.0148914,427.149255,417.7322461,420.0215446,420.2757412,417.8916001,423.814325,425.0398214,425.8006339,426.4388962,427.0330743,88.95655822,87.27463764,86.07094043,61.61906235,59.63395603,58.19810029,129.1021595,122.1735377,118.4127664,117.1743521,1462.577718,1459.925533,1456.218053,1454.38105,451.1427904,467.3930229,477.9286638,472.724502,472.6424388,491.1496163,506.675396,521.3119713,516.3836346,515.6717446,478.7454889,494.0675581,505.9420462,498.9582636,499.8578331,,
37,66.31677878,52.27591501,43.69497441,44.22610318,38.0633323,32.60642309,30.8595146,29.68993444,28.87455106,82.72900025,68.59955275,59.57269391,59.31923697,52.635192,46.44568593,44.10491356,42.53685752,40.85151549,375.9646541,378.4916907,385.5431486,386.12252,386.2049977,510.5063582,524.9995651,523.8060137,526.5150494,528.1256995,529.2862482,453.8851644,443.0204368,461.5290389,449.7177008,452.2996329,454.2772255,409.275552,411.6601336,414.2736868,403.3230706,407.2390954,405.3478367,403.8426625,409.7487004,410.8932947,411.7329994,412.1799507,412.8512885,89.04088592,87.36644984,86.16645788,61.78158419,59.80413548,58.3681958,128.5518133,121.6197788,117.8621663,116.6241316,1424.626291,1422.131648,1418.530824,1416.683222,439.9244755,453.3395504,480.4233365,458.3844837,458.6267986,477.2024828,493.8055368,525.0809427,501.8173998,502.2092705,464.3268305,479.8242659,509.2064235,486.0912964,486.553911,,
38,65.88358333,52.01433523,43.51015067,44.03999114,37.92068827,32.49248079,30.75231575,29.58654737,28.77342465,82.15668218,68.22149145,59.28651747,59.03632854,52.40585276,46.25455909,43.9211604,42.3596337,40.67394319,367.0501516,375.8819213,375.597517,375.6125768,375.9068724,501.0376682,510.4719445,514.9805466,517.7766622,520.4465512,520.4315316,441.6649998,440.2518639,452.424091,450.0376603,457.5751288,457.4361186,398.0170822,400.544482,405.848982,403.3745643,410.0067973,407.3003774,390.3291765,396.155495,397.2449794,398.1669118,398.4031846,399.1131817,89.06645169,87.40015699,86.19559162,61.89153017,59.91675194,58.48282376,128.0186762,121.0912791,117.3334753,116.0946661,1387.17604,1384.821616,1381.313521,1379.510748,428.9960083,441.1378042,430.2054253,445.8800464,447.2874399,465.1549532,481.972246,471.2175286,489.0388647,490.9148556,451.957583,467.4164381,456.6026985,474.2583372,475.3135676,,
39,65.44029087,51.74623216,43.32019687,43.84833316,37.77320443,32.37410038,30.64073887,29.47879886,28.6679579,81.57760406,67.83987201,58.9983057,58.75162763,52.17545997,46.0638381,43.73773353,42.18272374,40.49720047,362.8269233,370.084941,365.7051655,366.2889321,366.5551769,492.2676539,503.4505774,506.1859974,508.8973622,508.6727511,511.6049308,429.7700808,433.4807852,441.758101,442.9568945,449.1512653,449.8318223,387.0625218,391.1741464,396.0258886,396.7662927,402.585325,399.0593439,377.4967133,383.2867483,384.4321903,385.2384062,385.4245452,386.0669233,89.06098738,87.40009744,86.20333472,61.98317306,60.01065797,58.5840813,127.5074747,120.5855024,116.8264604,115.5875534,1350.18415,1347.951525,1344.535467,1342.785224,384.9828747,430.9710482,432.2112731,436.417013,436.768118,454.6145596,470.9573823,473.993337,479.2312871,479.7687067,442.4688009,457.0181722,459.074783,462.9566925,464.2482389,,
40,64.99512948,51.47620716,43.12835324,43.65465096,37.62376131,32.25381965,30.52726021,29.36917159,28.56060368,81.00534442,67.46044473,58.71005855,58.4660382,51.9429135,45.87462628,43.55463238,42.0061282,40.32144191,348.0472205,354.9458032,355.9288683,357.0626122,357.3276491,483.6118865,492.186025,497.4092336,500.1381427,501.7349296,502.7794413,418.1927053,423.0423959,427.1682351,427.5272853,424.6256158,425.4984789,376.4045965,380.9387555,382.6884743,382.6716279,380.7129223,379.9863099,365.718998,371.3423605,372.4960398,373.0692671,373.4909382,374.4084695,89.05508542,87.39838869,86.21229873,62.06855152,60.09915728,58.67846871,127.0179017,120.0998157,116.3397761,115.1012555,1313.621509,1311.491133,1308.180097,1306.475233,358.9617178,420.3764865,424.5536035,424.8945897,426.7055773,444.525612,459.4406871,466.2764808,467.2711106,468.7255067,430.8916396,446.1841909,451.3505793,452.2632104,453.2927883,,
41,64.55238452,51.2068348,42.93670354,43.46134855,37.47451948,32.13375286,30.41404044,29.25984812,28.45358031,80.43861486,67.08367176,58.42335814,58.18196348,51.71131321,45.68400773,43.37186261,41.82984624,40.14669306,332.1512505,345.9259609,347.46821,348.0302358,348.2934907,475.0006295,483.936162,488.7990218,491.416261,492.9914003,494.0467234,406.9324396,411.5958134,412.1692793,411.8421586,403.942688,404.7252185,366.0423677,370.3298103,368.9987245,368.3789882,361.6665138,364.7242514,354.0332502,359.4987292,360.6669934,361.1958763,361.7128029,362.6719888,89.05127539,87.40278187,86.22244234,62.16418155,60.20260162,58.78054166,126.5447123,119.629913,115.8697193,114.6299443,1277.515046,1275.477857,1272.279284,1270.624721,376.934185,409.1225254,414.6923302,416.0984385,416.5550252,434.1664371,447.8944211,456.2273451,458.4180877,459.4271276,422.3291689,434.6970944,441.3346087,441.5107583,444.0469468,,
42,64.11513597,50.93752379,42.74319452,43.26596631,37.32251172,32.01073071,30.29791478,29.14769616,28.34380337,79.86777051,66.70327105,58.13377884,57.89560106,51.47818122,45.48972177,43.18941848,41.65387269,39.96457458,330.9851385,337.1079048,353.5882698,339.1996628,339.4614552,466.45213,473.2939676,480.0875506,482.7559055,484.0555398,485.3991033,396.0692674,404.8656089,404.3882716,428.1905307,403.99051,405.0433308,356.0477935,360.3931717,361.801689,382.7228216,360.270574,361.4839934,342.842911,348.1735268,349.2559405,349.7798727,350.4410723,351.3939871,89.03187244,87.39060099,86.21765055,62.25782398,60.31137818,58.8947486,126.0794589,119.1674927,115.4069173,114.1661669,1242.125673,1240.194681,1237.089244,1235.480244,387.213607,397.3933421,404.1724676,405.3978366,406.1630452,423.9901577,435.9053986,445.462607,447.4395795,450.7434312,411.4883616,422.7039635,430.6219444,431.6348174,435.3842982,,
43,63.66442935,50.66163339,42.54604552,43.06715616,37.16840699,31.88635997,30.18056427,29.03436554,28.23286351,79.28200355,66.31379253,57.83776842,57.60292036,51.24013721,45.29082516,42.99431227,41.46646535,39.78242531,322.4214009,328.4995823,337.8249457,330.5784303,330.8384116,457.9758911,474.1979497,471.5199874,474.1614019,475.7669455,476.7901561,385.5213109,395.28592,393.818538,437.3015456,399.8908306,400.8989146,346.3488157,350.4783497,352.1107738,390.6450023,354.6778721,357.5897015,332.0851728,337.2721513,338.2312989,338.7536452,339.6091148,340.4531847,88.97075214,87.33620583,86.16898884,62.33484687,60.39976049,58.98615041,125.6185958,118.7108514,114.9494535,113.7087195,1207.467937,1205.637479,1202.627184,1201.064385,384.2255055,387.7051491,393.5982354,395.4797245,396.0263182,413.816008,426.238212,434.5058293,437.1437618,439.9395,401.4035476,412.7894717,419.7755347,421.2516423,424.6815982,,
44,63.20723965,50.38321627,42.34822147,42.86811501,37.01483761,31.76298468,30.0643083,28.9221491,28.12305636,78.69996203,65.92535039,57.54168319,57.30984793,51.0010404,45.0900545,42.79692217,41.27683901,39.60151871,314.0683893,320.1014655,311.1321906,322.1666266,322.4251791,449.5802303,458.4001498,462.2844141,465.6466786,467.2392541,468.2561314,375.5909137,379.3736423,381.3229268,392.4406159,384.7247903,384.0187182,337.2154177,339.0173306,340.6693994,350.2277029,343.2147613,343.7185396,322.105496,326.9681152,327.9133996,328.4639394,329.5702217,330.0809312,88.91602546,87.28857108,86.12903762,62.41061544,60.48542683,59.07831011,125.160818,118.2581553,114.4962385,113.2560759,1173.535323,1171.796397,1168.878158,1167.362093,370.3312557,379.9426793,385.2008273,385.1091161,386.5339728,403.3763624,419.8229161,425.7058418,426.3215372,427.1283215,391.0855767,404.8823849,411.1092709,411.883488,412.0592829,,
45,62.75591996,50.10785145,42.15264318,42.67176743,36.86367666,31.64197727,29.95051382,28.8124677,28.01582651,78.11995462,65.53799445,57.24642105,57.01762255,50.76256219,44.8893074,42.60058114,41.08819445,39.42324238,305.9187877,311.4030599,298.3362936,313.9570009,313.7800778,441.2698218,450.241707,455.0518526,457.2151455,458.7959593,459.8061606,366.2140573,370.1095732,371.112582,373.0053686,376.3250204,376.4868933,328.5895537,331.0312296,331.3459836,332.7389693,335.5528651,335.9880251,312.543802,316.9535105,317.9775042,318.5405708,319.774525,319.8395517,88.8530889,87.23220923,86.07949441,62.48516368,60.56840508,59.166592,124.705563,117.8085237,114.0464216,112.8056824,1140.328053,1138.674839,1135.846791,1134.375494,355.393558,374.0348582,378.0385542,377.4237099,379.3439343,396.0691624,418.1155696,418.4552323,418.4677747,415.1388181,383.7905782,398.9628331,403.8655427,407.9116325,400.2504626,,
46,62.31035009,49.83485705,41.95838919,42.4770634,36.71395081,31.5224773,29.83834413,28.7045396,27.91045589,77.5508424,65.15683543,56.95560582,56.73013358,50.52776101,44.69298889,42.40800238,40.90347422,39.26084162,297.9683364,303.4971294,305.7627915,306.0527297,306.0434489,433.0508644,441.7330545,446.2757402,448.8730929,450.4306204,451.4453159,356.3733568,361.8432983,362.8564294,357.9706956,365.6245356,366.5545783,319.5616699,322.7209415,323.7889103,319.1648063,327.1846308,326.2182924,302.8509596,306.9235271,307.9152669,308.4973992,309.8219736,309.9505304,88.79118287,87.1772853,86.02816889,62.57124759,60.66223507,59.26223112,124.2508295,117.3599611,113.5979066,112.3553499,1107.852732,1106.288287,1103.552167,1102.120423,349.5522558,374.6649076,380.4815911,379.6059586,373.8621314,396.4691408,406.0345953,421.876575,421.489012,407.3457611,385.5054313,399.9801787,406.9004035,398.2011488,392.4966608,,
47,61.86261658,49.55791609,41.75955185,42.27727054,36.55902228,31.39782301,29.72107801,28.59154976,27.80005257,76.95880539,64.76041885,56.65291307,56.43057472,50.28297774,44.49057241,42.2247505,40.72766792,39.0989816,290.2182127,296.2908364,297.6013736,301.7832997,303.0065613,424.9317525,430.1959772,437.9949425,439.2829052,442.2678029,443.1824008,344.9942471,351.0457887,353.838401,346.8734564,339.9505762,346.8503625,309.1720342,306.9073973,315.5388496,309.0766943,310.4562505,303.0896467,293.576014,297.6104697,298.4640186,299.1318449,300.4769901,300.3459923,88.67717124,87.07037565,85.9208286,62.62118449,60.71568174,59.32113456,123.7909064,116.9071194,113.1455736,111.9036816,1076.154291,1074.672778,1072.021475,1070.632417,340.6763366,355.1188656,356.885267,358.9065944,358.3407438,376.9299871,391.255953,396.5222547,399.248779,397.9233488,364.3680958,379.5421853,382.1492924,383.5959978,383.178656,,
48,61.40148316,49.27325299,41.5553742,42.07193486,36.39958457,31.26917764,29.59985214,28.47460008,27.68567294,76.37166432,64.36591834,56.35112142,56.13191427,50.03865144,44.28901763,42.05685168,40.56755671,38.93765961,282.9071713,288.5146486,289.989953,290.6824416,291.3009884,416.9161001,421.976125,429.8132313,432.4876027,433.865072,435.0212444,330.7027281,334.0812501,345.4243938,338.5055224,329.8480834,327.192845,296.1944988,299.3139407,307.8303899,301.4197635,293.7998789,293.9409527,284.4090362,288.5395017,289.3752821,290.0623492,291.2285082,291.1285132,88.54483865,86.94678054,85.7943652,62.65647095,60.7560103,59.36425732,123.3259709,116.4499721,112.6891307,111.4478858,1045.253139,1043.848626,1041.277627,1039.933294,332.0246429,341.9971932,336.6872281,344.6535288,343.8864578,364.3415987,380.0445166,374.7356393,384.0722689,388.7242463,350.4828784,365.9095773,360.9132885,372.5260902,374.0853781,,
49,60.94213325,48.9889833,41.35114625,41.86651193,36.23979343,31.14006175,29.47811794,28.3571215,27.5707584,75.7900555,63.97447148,56.05155433,55.83563726,49.79626983,44.0884254,41.88979715,40.40823008,38.77447265,275.1497264,281.1158715,282.5777247,284.16713,284.0664074,409.0073702,426.790929,422.6406054,424.4516115,426.3540043,426.9655806,325.2809346,324.6367436,339.3975282,329.7691508,333.0200403,333.7269191,291.145469,297.8664683,302.2419085,293.4290592,297.7321435,296.5589101,275.3397488,279.5858838,280.5540214,281.2680653,282.0617591,282.1788637,88.40569942,86.8160756,85.66336269,62.68678805,60.79199115,59.40523133,122.8553819,115.987792,112.2277501,110.9866455,1015.147686,1013.818318,1011.327771,1010.027422,323.5921204,336.8491692,329.6714324,341.8683392,331.6573295,359.7277309,371.8128343,367.4356549,381.5730358,379.7450599,347.7748496,360.755642,353.6924862,364.3378844,365.2132506,,
50,60.48650505,48.70556666,41.14655351,41.66032603,36.07864264,31.00922231,29.35455139,28.2377629,27.45393819,75.21733771,63.58840859,55.75613601,55.5439124,49.55771994,43.89004166,41.72358076,40.24968724,38.60245144,268.3060319,273.9114023,274.2131457,275.8896023,276.1365632,401.2086878,409.287155,413.8978056,416.5246282,417.8438096,418.8196277,320.6839871,321.4703191,337.4036609,325.9115717,328.6479536,330.3760352,286.8405033,292.0178331,300.2408917,289.7756978,295.074345,292.4816754,266.9217481,271.3477803,272.3466735,272.9408829,273.5778213,273.9471072,88.25980966,86.67832924,85.52784869,62.7121796,60.82364159,59.44405558,122.378646,115.520141,111.7610088,110.5200237,985.8236317,984.5669385,982.1584692,980.9001672,315.0906182,332.8118677,331.4534196,334.3236762,329.0304332,351.8232494,366.496621,370.0489473,373.747764,373.8013974,340.142437,356.8096555,355.1511331,355.3077856,359.2605464,,
51,60.03408004,48.4228914,40.94197655,41.45437476,35.91762373,30.87862819,29.23135689,28.11886775,27.33766034,74.63120317,63.19356237,55.45410932,55.24569442,49.31394996,43.68600965,41.55820161,40.0919176,38.4207172,262.7832,266.8984247,268.3554539,268.8618128,269.1063488,393.5252616,401.7273271,406.6838895,408.7119639,410.0462828,411.0165713,311.7981042,320.9170244,327.9942893,316.1516209,318.3134726,319.7798905,278.7201352,283.0424851,291.6792997,280.9184695,284.9584081,283.0975545,259.2118283,263.622836,264.5534731,265.1884735,265.8650172,266.3802386,88.11708376,86.54500675,85.39655449,62.7512165,60.87173991,59.49743204,121.8943923,115.0457196,111.2882634,110.0475311,957.2709333,956.0809064,953.7537323,952.5319202,308.2538067,328.4533666,328.2720368,324.1043931,332.1153045,341.6171211,365.0958841,367.1527253,362.9984985,369.7008241,329.7432523,352.5374528,355.2224026,348.2989875,355.0807852,,
52,59.57079627,48.13446512,40.73425174,41.24588963,35.75547061,30.74784267,29.1082809,28.00025568,27.22177172,74.04147419,62.79579861,55.14971049,54.9452383,49.06831405,43.4805581,41.39364822,39.9349103,38.2633051,254.4174552,260.0694795,255.9360861,262.0178941,262.2606562,385.9581116,394.1910834,398.5428875,401.0244396,400.3922004,403.4688931,303.8267169,320.3020206,312.428277,309.256061,312.8998309,313.7072962,271.4249584,274.0791367,277.6756325,274.521809,275.4686498,278.1001966,251.5454682,255.9344805,256.6907284,257.4314399,258.1187382,258.7556782,87.94583976,86.38259495,85.23448233,62.76894106,60.90211571,59.53033721,121.4000996,114.562354,110.8070704,109.566347,929.5076393,928.384785,926.1336265,924.9430262,299.5650427,319.6691051,336.0931728,311.7176336,321.9445148,328.8615378,360.0169,376.6854015,349.7171646,364.2833922,317.1277245,343.4921624,361.8511625,339.029015,349.5835736,,
53,59.1107441,47.84673003,40.52639051,41.03719009,35.59275232,30.616349,28.98446905,27.8809046,27.10515178,73.45653433,62.40055539,54.84710871,54.64675295,48.82424875,43.27680885,41.23076418,39.77942717,38.10686915,247.8170919,253.4198811,248.6598978,255.3538138,255.5937433,378.5100193,387.7252666,391.116627,398.0956905,394.9213308,395.8701291,296.1296405,317.8363832,303.3587413,313.3434026,317.0069737,317.459043,264.3846546,267.3372142,269.4403344,277.900129,269.6863028,281.5952506,244.0759502,248.3804997,249.0330664,249.7831995,250.5388485,251.1656995,87.75440835,86.20003198,85.05834636,62.77032706,60.91492372,59.54927866,120.8962352,114.0702217,110.3173374,109.0768255,902.5179509,901.4622571,899.2826483,898.1258777,291.9631333,305.7833172,307.5073656,304.8115385,305.1907267,322.692974,344.2511155,345.0969711,342.5450111,347.67049,310.2402048,328.8770972,331.3373503,331.0044956,331.8724358,,
54,58.65233419,47.5590634,40.31809329,40.82792805,35.42921701,30.48391369,28.85967638,27.76056624,26.98753385,72.87995414,62.00970206,54.54742714,54.35129453,48.58252201,43.07558339,41.06886821,39.62487326,37.95077543,241.5131019,252.1038681,254.3093738,248.8690918,251.5811852,371.182637,377.387166,379.5690854,377.0723507,387.4510786,388.3917301,288.6207685,295.7281973,291.0634852,286.8514036,301.0208367,301.4968026,257.5209667,261.2053045,258.3328445,254.2832747,265.9256201,267.1910835,236.4696793,240.6727934,241.3709405,241.8919829,242.8109684,243.396575,87.55696783,86.01038509,84.87706239,62.76663405,60.92116778,59.56305898,120.3825137,113.5690195,109.8189206,108.5785944,876.2857456,875.2950105,873.183768,872.0651754,284.5612811,291.4964207,298.2766114,298.4139394,296.2886284,316.3689089,326.5933731,335.2415128,335.9311938,336.0308341,303.9241283,313.80422,321.6869809,323.1850148,320.1271282,,
55,58.1870362,47.26665616,40.10599163,40.61451964,35.26188332,30.34786951,28.73123484,27.63653732,26.86621406,72.29814578,61.61564336,54.24564598,54.05397707,48.33952916,42.87310558,40.88987093,39.46556121,37.79502752,235.1550376,240.6871423,245.3225425,242.5622469,246.8951461,363.9766266,373.1532487,378.3849844,378.6416324,380.101169,381.0344432,281.3071587,286.123259,285.850187,287.9120016,293.1395113,293.6054053,250.8385313,255.4481966,253.5506228,255.1250522,259.6486469,259.9903306,229.6245686,233.6258404,234.2766096,234.8360089,235.801125,236.0277637,87.36078105,85.81985116,84.69663595,62.76842727,60.93302596,59.58698529,119.858534,113.0584533,109.3115918,108.0718656,850.7919103,849.8625459,847.8172321,846.7394001,277.3629808,285.6192291,292.8266206,291.5560019,290.9610747,308.8693341,320.5860762,329.7258661,328.7917556,329.3533746,297.14002,307.8137994,316.1729774,315.5735872,314.8252013,,
56,57.72307288,46.97353511,39.89240254,40.39936502,35.09247907,30.20959897,28.60054066,27.51024786,26.7426292,71.70550081,61.21398061,53.93781527,53.75054713,48.09143092,42.66610781,40.70184742,39.28384799,37.63961916,229.0848141,231.0401355,235.922737,236.8428291,234.6661456,356.8947251,364.6634487,369.036525,371.4287872,372.8128372,373.8011346,274.357064,279.0687025,279.4627002,281.9130269,280.7592738,279.6228706,244.4921375,248.0239885,247.7443213,249.7066124,248.5351727,247.4630894,223.6414372,227.4290408,228.1165234,228.720047,229.7098731,229.6903211,87.1580688,85.62399796,84.51222842,62.77588023,60.94860315,59.60597015,119.3240992,112.5384384,108.7952437,107.5566183,826.0286933,825.1594235,823.1786439,822.1368125,270.3642117,284.6457748,288.8837298,285.5628859,288.3937783,301.5699993,320.0785955,325.9222824,322.6127156,324.9849732,291.1876626,307.115854,312.2970415,308.1648794,312.3689093,,
57,57.26124666,46.68061297,39.67839653,40.1837265,34.92244996,30.07068613,28.46925499,27.38339941,26.6185225,71.11778947,60.81504004,53.63199195,53.44927312,47.84508884,42.46048337,40.51496709,39.10321773,37.46443267,223.1798647,231.376921,229.9587311,230.0471587,232.2836702,349.9359776,357.321416,362.2976264,364.8600721,365.8673369,366.6909997,267.9410723,272.2249577,275.4338574,278.2300181,274.9577618,274.9670182,238.6381568,241.7642735,244.009211,246.2905511,243.2409336,243.1884868,217.6145554,221.2088567,221.9326179,222.5283122,223.4881088,223.5631843,86.90980892,85.38384241,84.28150655,62.74253509,60.92446758,59.58046389,118.7787516,112.0081864,108.2691185,107.0314488,801.9968458,801.1860738,799.268722,798.2609102,263.5589826,278.2177143,279.9534366,280.3420236,281.8263191,294.4650232,313.3665317,316.3860634,317.2922288,317.749429,285.8952352,300.5032494,302.9653203,300.9508118,305.2810165,,
