Distance,CP20/40,CP20/50,CP20/60,CP20/80,CP20/100,CP20/120,CP20/140,CP20/160,CP20/180,CP25/40,CP25/50,CP25/60,CP25/80,CP25/100,CP25/120,CP25/140,CP25/160,CP25/180,FH5.18/60,FH5.18/90,FH5.18/120,FH5.18/150,FH5.18/180,TP25/80,TP25/100,TP25/120,TP25/140,TP25/160,TP25/180,TP20/80,TP20/100,TP20/120,TP20/140,TP20/160,TP20/180,TP15/80,TP15/100,TP15/120,TP15/140,TP15/160,TP15/180,TP17/80,TP17/100,TP17/120,TP17/140,TP17/160,TP17/180,SP6548,SP6554,SP6560,SP6648,SP6654,SP6660,RV2.25/120,RV2.25/150,RV2.25/170,RV2.25/180,RH2.21/120,RH2.21/150,RH2.21/170,RH2.21/180,FH8.20/60,FH8.20/90,FH8.20/120,FH8.20/150,FH8.20/180,FH8.23/60,FH8.23/90,FH8.23/120,FH8.23/150,FH8.23/180,FH8.21/60,FH8.21/90,FH8.21/120,FH8.21/150,FH8.21/180,,
685,0.070693082,0.111748331,0.152836206,0.178825308,0.234261599,0.288015168,0.311627514,0.324863787,0.330864851,0.110292965,0.175846783,0.24288932,0.279618794,0.369425336,0.465597726,0.504694429,0.531378648,0.544250433,0.024657924,0.038541269,0.041858189,0.047379323,0.051115631,0.253386515,0.232425684,0.318383864,0.299046567,0.421304885,0.338079748,0.116831403,0.122243311,0.140052098,0.162465237,0.165833209,0.173993788,0.082384359,0.094766468,0.105472065,0.127892464,0.125959015,0.127977713,0.020209148,0.029950824,0.033867615,0.037172145,0.04211748,0.043953571,0.532788401,0.56270406,0.58119054,0.998717868,1.061464981,1.103085385,0.235747579,0.228723677,0.248135537,0.32270112,0.023263545,0.021429136,0.023775986,0.031214701,0.037083017,0.051707538,0.064492544,0.073835013,0.079709278,0.088732968,0.127195884,0.164781903,0.183838102,0.202244291,0.061373387,0.08642467,0.108096709,0.177276931,0.140913533,,
686,0.070086308,0.110822131,0.151617475,0.177433543,0.232546759,0.286066211,0.309628933,0.322872573,0.328910963,0.10938493,0.174445768,0.241024811,0.277528113,0.366823278,0.46219438,0.501704091,0.528330343,0.541222854,0.024443399,0.038649797,0.041504381,0.04699644,0.050704606,0.244518842,0.230611815,0.309325351,0.29710199,0.406755256,0.335734383,0.115441715,0.121311374,0.138978236,0.157673504,0.164611185,0.172703618,0.081340666,0.094287357,0.104947033,0.126769294,0.125812495,0.12584282,0.020034229,0.029704998,0.033597119,0.036879757,0.041796952,0.04362831,0.529185961,0.558995943,0.577437769,0.992369466,1.05496623,1.096513206,0.237315747,0.226846377,0.246310682,0.311188713,0.023399146,0.021221026,0.023555228,0.030074803,0.036780861,0.051277077,0.063967813,0.073244427,0.079162019,0.088066654,0.125802712,0.165117365,0.18279158,0.200557306,0.060899908,0.085737939,0.107243004,0.17526746,0.139104756,,
687,0.069473917,0.109886853,0.150387277,0.176029732,0.230816889,0.284099457,0.307612857,0.320865179,0.326941025,0.108467699,0.173031275,0.239142642,0.275417918,0.36419719,0.458772335,0.498293847,0.524892903,0.537864982,0.024252664,0.040146731,0.04120014,0.046642423,0.050327946,0.235582009,0.228817793,0.299312724,0.295095144,0.392109111,0.33342401,0.113933447,0.120383814,0.137909166,0.152559685,0.163394439,0.171420811,0.080152871,0.093548638,0.104202993,0.12543082,0.125379255,0.123537498,0.0198642,0.029464351,0.033331154,0.036592833,0.041484605,0.043309743,0.525616667,0.555324483,0.573712058,0.986067375,1.048495514,1.08997765,0.238158714,0.224989793,0.244504429,0.299904374,0.023463183,0.021015158,0.023336452,0.028957257,0.03648062,0.050849378,0.063446395,0.072657497,0.078616387,0.087521892,0.12460169,0.165746199,0.181864416,0.198896317,0.060428657,0.085053748,0.106394515,0.173147222,0.137050608,,
688,0.068858294,0.108947406,0.149152104,0.174620931,0.229084296,0.282133288,0.305600761,0.318863967,0.324980158,0.107545639,0.171609326,0.237252047,0.273300413,0.361565544,0.455329571,0.494990469,0.52157306,0.534631154,0.02406513,0.041590136,0.040901801,0.046293796,0.049957111,0.226651523,0.227044676,0.288295994,0.292727466,0.377488604,0.331153612,0.112311047,0.119460616,0.13684551,0.14713129,0.162183634,0.170144607,0.078815899,0.092547734,0.103239253,0.12386971,0.124656286,0.121060297,0.019688302,0.029213345,0.033053482,0.03629316,0.041158077,0.042973657,0.522069234,0.551690006,0.570000906,0.97977752,1.042025903,1.08345179,0.238236262,0.22317523,0.242715166,0.28883313,0.02345153,0.020813545,0.023120188,0.027860684,0.036182274,0.050424252,0.062928466,0.072074427,0.078072382,0.087077786,0.123567246,0.166618774,0.181072128,0.197264625,0.05995879,0.08437233,0.105550913,0.170920875,0.134761127,,
689,0.068259088,0.108033682,0.147953294,0.173258452,0.227414177,0.280249174,0.303681566,0.316962507,0.32312427,0.106646585,0.170224858,0.235415654,0.271250099,0.359027072,0.451749586,0.491708454,0.51827331,0.531415513,0.023879593,0.042965724,0.040607181,0.045949105,0.04959055,0.217803754,0.225292369,0.276990508,0.290369204,0.363018766,0.329842863,0.11057888,0.118542015,0.135786632,0.142247661,0.160977711,0.168875703,0.077324564,0.091283238,0.102055402,0.12207773,0.123640783,0.118410333,0.019503843,0.028952263,0.03276617,0.035983421,0.040820428,0.042622662,0.518391801,0.547898074,0.566176039,0.973191481,1.035282924,1.076615593,0.237509838,0.221362569,0.240942037,0.277956683,0.02336084,0.020611721,0.022905838,0.026783517,0.035885975,0.050002412,0.062414019,0.071495183,0.077530254,0.086713679,0.122674706,0.167686203,0.18037241,0.195656136,0.059490711,0.083693711,0.104712462,0.168592652,0.132247958,,
690,0.067657877,0.107116427,0.146748192,0.171886734,0.225729075,0.278342078,0.301734447,0.315030669,0.321235154,0.105744353,0.168834036,0.233567143,0.269184268,0.356463808,0.447996184,0.488449095,0.514994878,0.528219415,0.023695917,0.044259393,0.040315903,0.045608124,0.049227877,0.209117144,0.223561482,0.271984544,0.288023976,0.348828682,0.337290577,0.108742261,0.11762805,0.134733436,0.137624948,0.159777714,0.167614064,0.07567395,0.089752652,0.100651318,0.120047349,0.122329392,0.115586346,0.019328793,0.028702065,0.032490264,0.035690233,0.040497695,0.042286167,0.514627496,0.544020601,0.562300468,0.966607526,1.028492197,1.06975027,0.235941983,0.219636619,0.239184113,0.26725354,0.023187058,0.020418523,0.022693955,0.025723879,0.035591548,0.049583103,0.061903037,0.070919537,0.076989768,0.086435381,0.121899408,0.168933174,0.179684236,0.194070329,0.05902444,0.08301809,0.103879135,0.166167582,0.129723951,,
691,0.067020485,0.106141024,0.145461788,0.170416146,0.223912433,0.276268636,0.299603443,0.312902641,0.319143697,0.104787383,0.167355148,0.231596345,0.266970216,0.353700991,0.444318154,0.485212858,0.511737041,0.525040637,0.023493151,0.051830487,0.039985134,0.045263108,0.048867467,0.200672147,0.221851915,0.272923168,0.285706365,0.335049888,0.343987743,0.106805299,0.116718095,0.133685308,0.133276026,0.158582948,0.166359309,0.073859579,0.087953736,0.099026366,0.117771359,0.120719787,0.112587625,0.019162026,0.028465328,0.03223126,0.035406905,0.040188136,0.0419617,0.511175791,0.540509783,0.558804238,0.960476984,1.022176848,1.063259964,0.233497827,0.218003254,0.237440959,0.253080784,0.022927197,0.020234306,0.022484059,0.024267597,0.035299146,0.049166678,0.061395678,0.070347898,0.076451405,0.086223707,0.121218808,0.170292544,0.178984273,0.192507734,0.058559947,0.082345015,0.103050889,0.163649426,0.128090321,,
692,0.066374869,0.1051529,0.144158843,0.168926286,0.222070265,0.274165675,0.29744119,0.3107423,0.317019413,0.103818293,0.165857718,0.229599281,0.264726078,0.350899162,0.440954069,0.481997766,0.508499714,0.521881224,0.023284678,0.051642497,0.039642027,0.044890946,0.048468716,0.192550845,0.220164669,0.277277378,0.290326956,0.321816943,0.349268623,0.104772821,0.115812726,0.132641904,0.129217812,0.157393375,0.165112101,0.071876216,0.085884667,0.097179649,0.115241932,0.118809324,0.109412201,0.019002197,0.028235262,0.031980094,0.035140479,0.039890466,0.041646264,0.507910834,0.537155845,0.555416888,0.954804689,1.016353823,1.057198852,0.230143726,0.216462578,0.235711295,0.24417559,0.02257771,0.020059272,0.022276587,0.023406603,0.035008755,0.048753133,0.060891539,0.069780037,0.0759149,0.086022206,0.120625796,0.171673485,0.178249673,0.190968922,0.058097266,0.081674937,0.102227734,0.161043205,0.126458341,,
693,0.065721345,0.104152516,0.142838902,0.167416687,0.220204053,0.272033988,0.29524751,0.30855046,0.314863121,0.102836714,0.164340342,0.227576259,0.262452687,0.348060217,0.437533836,0.478805629,0.505284074,0.518738344,0.02307884,0.051315731,0.039303578,0.044522706,0.048074273,0.184837216,0.21850041,0.280847566,0.294340942,0.309267538,0.353210534,0.102648733,0.114911923,0.131603816,0.125465745,0.156209315,0.163871346,0.069718763,0.083543581,0.095110746,0.11245229,0.116594887,0.106059972,0.018833705,0.02800535,0.031720024,0.034860548,0.039587251,0.04132844,0.504421322,0.53356788,0.551637037,0.948688995,1.010014903,1.050628523,0.225847625,0.215010968,0.233994649,0.235282014,0.022135592,0.019893121,0.022071079,0.022546705,0.034720204,0.048342609,0.060390984,0.069216139,0.075380047,0.085815296,0.120133607,0.173037528,0.177458577,0.189454108,0.057636365,0.081007612,0.10140961,0.158352227,0.124843006,,
694,0.065059989,0.103139475,0.141502506,0.165888266,0.218313281,0.269872913,0.293023201,0.30632691,0.312674561,0.101843342,0.162804578,0.225527588,0.260149894,0.34518309,0.434058618,0.475635676,0.502087443,0.515615375,0.022875506,0.050848116,0.038969459,0.044158903,0.04768412,0.178862424,0.216858171,0.283680686,0.2974728,0.299574105,0.355972744,0.100437354,0.11401567,0.13057074,0.122035523,0.155030124,0.162638071,0.067382772,0.080927792,0.092819877,0.109394406,0.11407441,0.102528241,0.018659657,0.02775895,0.031445148,0.03456293,0.039258736,0.041001968,0.50080092,0.529823897,0.547831396,0.942390759,1.003475345,1.043988901,0.220577575,0.213640907,0.23228982,0.226368382,0.021597919,0.019735063,0.021868061,0.021684806,0.034433962,0.047934556,0.059894005,0.068655963,0.074847541,0.085587838,0.119655357,0.174347094,0.176590818,0.187963456,0.057177252,0.080327996,0.100596492,0.244510568,0.123258484,,
695,0.064390938,0.102114461,0.140149863,0.16434094,0.216398653,0.267683726,0.290768572,0.304071925,0.310454572,0.100837793,0.161249988,0.223453971,0.257818501,0.342268646,0.430528883,0.472486973,0.498912187,0.512509977,0.02267464,0.050237271,0.038639947,0.04379932,0.047297864,0.177562923,0.215254062,0.285823117,0.299780552,0.297523422,0.357716951,0.098143388,0.11312423,0.129542656,0.1189412,0.153856433,0.161412217,0.064863505,0.078034938,0.090305199,0.106061542,0.111244423,0.098816355,0.018489453,0.027517515,0.031175336,0.03427535,0.038940771,0.040674629,0.497208289,0.526113575,0.544120637,0.93610931,0.996948041,1.037361134,0.214303389,0.212341169,0.230595599,0.217399044,0.02096148,0.01958425,0.021667181,0.020818077,0.034149527,0.047529865,0.059400595,0.068099474,0.074316913,0.085325545,0.11917475,0.175567169,0.175626769,0.186497498,0.056720319,0.079491669,0.099788635,0.232304581,0.121719652,,
696,0.063714283,0.101077411,0.138780851,0.162774922,0.214460026,0.265466248,0.288483927,0.301786364,0.308203963,0.099820464,0.159676808,0.221354544,0.255458387,0.339317865,0.426945197,0.469370544,0.495767652,0.509431729,0.022476359,0.049455316,0.038314375,0.04344342,0.0469155,0.176270281,0.213700082,0.287318119,0.301323434,0.295481729,0.358606033,0.095769906,0.112236758,0.128519828,0.11619746,0.15268789,0.160193086,0.062155307,0.074862658,0.087566729,0.102446112,0.108102429,0.094973832,0.018324227,0.027283755,0.030916179,0.033996519,0.038633754,0.040361619,0.493861196,0.522664162,0.540716135,0.930131411,0.990754714,1.031135146,0.206994966,0.211096757,0.228963116,0.208337247,0.020223662,0.019439355,0.021470081,0.019943068,0.033867047,0.047127794,0.058910492,0.067547116,0.073788391,0.085015109,0.118674487,0.176664157,0.174548847,0.18505641,0.056259274,0.078612231,0.098985469,0.220313921,0.120239953,,
697,0.063029942,0.100028466,0.13739572,0.161190781,0.21249847,0.263220332,0.286169572,0.299469436,0.305921435,0.098791561,0.158085603,0.21923078,0.253069918,0.336330615,0.423307472,0.466361553,0.492727633,0.506451658,0.022279201,0.048379488,0.037990019,0.043090061,0.046535215,0.174983403,0.212155131,0.288209387,0.302156827,0.293448529,0.358805247,0.093321356,0.111354063,0.127501673,0.113818133,0.151474007,0.158981309,0.060463772,0.072942497,0.0858575,0.098540682,0.104645535,0.093668629,0.018164654,0.02705837,0.030664052,0.033724558,0.038334505,0.040056787,0.490631982,0.519344177,0.537185861,0.924370704,0.984799963,1.024944545,0.197548621,0.209890269,0.22734238,0.199142426,0.019285865,0.019298896,0.021274971,0.019056278,0.033586679,0.046728495,0.058424105,0.066998619,0.073261971,0.084643592,0.118138636,0.177606711,0.173338639,0.183689751,0.055794333,0.077696186,0.098188033,0.208552394,0.11883178,,
698,0.062319739,0.098939521,0.135958499,0.159547548,0.210464054,0.26089346,0.283772742,0.297071577,0.303559011,0.097723656,0.156434321,0.217026842,0.250592007,0.333232587,0.419617475,0.463369324,0.489700905,0.503483092,0.022084519,0.047156747,0.037669497,0.042740189,0.046158409,0.174395892,0.210493563,0.28853872,0.30233502,0.291239161,0.358481383,0.090801055,0.110476419,0.126488753,0.111816553,0.150262925,0.157776529,0.05931995,0.071685078,0.084644206,0.094337122,0.100870158,0.092554571,0.01801215,0.026840726,0.030422983,0.033464774,0.038048373,0.039763293,0.487215913,0.5158075,0.533661569,0.918328226,0.978535435,1.018716634,0.186283039,0.208699087,0.225723647,0.189772125,0.018186217,0.019160926,0.02108181,0.018153927,0.0333084,0.046332324,0.057941212,0.066453976,0.072737662,0.084198707,0.117552255,0.178364181,0.172659727,0.182439836,0.055334277,0.076749936,0.097228497,0.197034143,0.117507952,,
699,0.061710471,0.098003589,0.134725477,0.158145189,0.208736807,0.258931111,0.281764103,0.295076091,0.301605674,0.096806664,0.155017126,0.215139861,0.248477006,0.330599547,0.415874498,0.460396306,0.486693597,0.500531051,0.021891994,0.045786115,0.03735294,0.042394199,0.045784953,0.173642023,0.208843255,0.288290787,0.30191081,0.289043105,0.357741143,0.088213007,0.109602676,0.125480767,0.110164486,0.149064857,0.156579032,0.058224181,0.070460199,0.083455837,0.092298396,0.09908543,0.091635279,0.017861544,0.026625533,0.03018728,0.033207545,0.037768115,0.039469245,0.483834396,0.512297437,0.53018349,0.912337851,0.972313299,1.012564828,0.175705701,0.206766445,0.224107363,0.180180563,0.017153262,0.018954863,0.020890173,0.017231861,0.033039256,0.045949608,0.057204422,0.065597883,0.072218854,0.08366936,0.116900909,0.178909538,0.172285158,0.181198423,0.054878871,0.075779602,0.096020046,0.185771414,0.116280258,,
700,0.0612468,0.097289724,0.133784989,0.157076441,0.207420435,0.257438314,0.280237455,0.293563694,0.300129803,0.096108463,0.153937742,0.213701445,0.246866652,0.328594945,0.412827251,0.457444255,0.483704945,0.497596766,0.021702113,0.044266633,0.037039674,0.042051395,0.045415024,0.172716483,0.207207693,0.287193657,0.300976757,0.286864477,0.355918266,0.085560766,0.108733926,0.124477381,0.108889985,0.147880325,0.155388444,0.05718462,0.069281043,0.082304368,0.090566563,0.097555365,0.090913876,0.017698172,0.02639768,0.029934269,0.032932407,0.037465275,0.039159963,0.480532728,0.5088898,0.526798085,0.906501865,0.966260127,1.006522459,0.165814224,0.205009067,0.222492017,0.170319478,0.016186498,0.01876507,0.020700241,0.01628587,0.032777929,0.045577935,0.056306711,0.064544623,0.071704843,0.083443284,0.116171196,0.179625522,0.171393128,0.179965856,0.054428876,0.074790965,0.094759983,0.174776505,0.115148613,,
701,0.060790982,0.096588433,0.132859464,0.156024777,0.206122887,0.255963033,0.278728009,0.292065233,0.298664708,0.095422753,0.152877069,0.212286964,0.245281064,0.326618033,0.411068097,0.454511806,0.480735525,0.494678242,0.021520003,0.04259417,0.036733883,0.041712391,0.045052274,0.171635882,0.205586784,0.285762032,0.299803346,0.284704075,0.35357285,0.082847338,0.107869906,0.123479168,0.108004985,0.146709276,0.154205406,0.056209131,0.068162137,0.081201415,0.088908596,0.096067652,0.090394149,0.01753708,0.026170677,0.02968079,0.032661343,0.03716524,0.038855447,0.477375675,0.505646266,0.523567362,0.900947117,0.960493391,1.000658502,0.156607991,0.203386001,0.22087809,0.111008003,0.015286172,0.018587951,0.020511912,0.010681689,0.032519969,0.045210977,0.055411191,0.063493491,0.07119378,0.083497598,0.11535128,0.180184768,0.170008763,0.178741318,0.053983475,0.073789774,0.093456825,0.164060118,0.11407205,,
702,0.060343362,0.095899124,0.131949953,0.154989361,0.204843685,0.254505622,0.27723423,0.290580107,0.297211383,0.094749161,0.151833917,0.210895089,0.243719239,0.324669673,0.409039365,0.45160018,0.477784612,0.491776674,0.021343795,0.042050319,0.036434997,0.041379327,0.044700741,0.170417419,0.2039808,0.283972954,0.297706257,0.282562279,0.350801027,0.080076049,0.107010284,0.122476128,0.107521602,0.145551613,0.153029207,0.055307385,0.067116762,0.080158204,0.087337938,0.094636753,0.090079977,0.017377224,0.025944533,0.029429071,0.03239124,0.036867676,0.038552191,0.47410343,0.502282808,0.520092457,0.895113049,0.954457425,0.99449311,0.148089332,0.201817311,0.219266004,0.120158821,0.014452348,0.018416138,0.020325051,0.011495006,0.032265352,0.044848864,0.054520627,0.06244813,0.070684765,0.083212961,0.114641479,0.179927426,0.168154098,0.177525154,0.053543813,0.072781203,0.092118461,0.153632342,0.113113679,,
703,0.059904068,0.095222186,0.131055164,0.153969783,0.20358265,0.253066383,0.275756496,0.289108761,0.295769714,0.094087607,0.150809187,0.209526427,0.242182634,0.322748115,0.407037828,0.448707985,0.474852131,0.488892098,0.021169933,0.041486502,0.036139821,0.041050322,0.044353258,0.169075864,0.20238926,0.281859725,0.295233942,0.280439409,0.347648333,0.077427336,0.106155334,0.121484155,0.107450493,0.144406899,0.151860503,0.054487743,0.066159607,0.079186807,0.085867853,0.093279113,0.089975338,0.017226315,0.025726247,0.029184083,0.03213325,0.036581623,0.038255118,0.470700397,0.498801382,0.516546013,0.889105543,0.948270435,0.988173345,0.140261367,0.200223818,0.217654676,0.1290705,0.013685432,0.018242909,0.020139773,0.012285445,0.032014227,0.044491395,0.053637339,0.061410421,0.070178929,0.082603776,0.114544411,0.178889304,0.165852139,0.176318014,0.053109272,0.071769931,0.090752173,0.143502764,0.112283245,,
704,0.059472624,0.094557032,0.130175561,0.152966535,0.202339674,0.251644359,0.274294708,0.287651612,0.294338673,0.093437992,0.149802369,0.208180411,0.240669826,0.320854717,0.405065571,0.445835172,0.47193869,0.486023683,0.020998772,0.040905392,0.035848808,0.040725325,0.044009963,0.167626571,0.200813277,0.279455098,0.292451466,0.278334944,0.344159217,0.075067315,0.105305034,0.120504963,0.107801696,0.143276051,0.150469169,0.053759764,0.06530442,0.078298675,0.084512332,0.09201043,0.090085226,0.017089888,0.025527013,0.028965465,0.031903035,0.036325429,0.037992167,0.467399204,0.495432588,0.513096161,0.883212578,0.942272492,0.981995818,0.133130213,0.198529861,0.216044204,0.137682725,0.012986084,0.018061081,0.019955835,0.013047613,0.03176654,0.04413871,0.052763435,0.060383477,0.069675781,0.081685713,0.114066446,0.177105704,0.163125465,0.175089795,0.052680402,0.070761929,0.089365146,0.126160263,0.111588932,,
705,0.059049171,0.09390353,0.129311023,0.151979532,0.201114985,0.250240268,0.272848294,0.286207071,0.292919704,0.092800221,0.14881334,0.206856845,0.239181057,0.318987766,0.403120136,0.442978589,0.469039633,0.483168091,0.020830044,0.04030904,0.035561905,0.040404473,0.043671011,0.166084404,0.199251524,0.276788887,0.289395558,0.276249661,0.340372309,0.072904683,0.104459618,0.119538731,0.108584748,0.142158306,0.147717189,0.053133412,0.064566455,0.07750574,0.083285713,0.090846572,0.090414188,0.01694698,0.025320146,0.028738255,0.031657881,0.03605638,0.037707652,0.464301832,0.492262746,0.509862037,0.877699468,0.936605988,0.97613583,0.12670398,0.196657734,0.21443539,0.145934553,0.012355114,0.017864021,0.01977324,0.013775871,0.031522131,0.043790751,0.05190158,0.059369134,0.069175547,0.080473189,0.113224691,0.174610344,0.160936555,0.17384962,0.052256565,0.069770002,0.087964714,0.117865684,0.111040528,,
706,0.058633448,0.09326212,0.128461133,0.151007955,0.199908113,0.248853133,0.2714181,0.284776543,0.291512209,0.092174179,0.147841959,0.205556373,0.237715728,0.317148527,0.401202484,0.440339135,0.466359417,0.480529448,0.020663847,0.039481346,0.0352791,0.040088081,0.043336897,0.164462554,0.197705517,0.273889783,0.286102415,0.274183465,0.336327849,0.070941841,0.103618825,0.11858478,0.10980794,0.141054534,0.145125662,0.052618893,0.063959842,0.076819798,0.082203111,0.089803802,0.090965044,0.016793929,0.025104705,0.028499204,0.031396811,0.035771121,0.037409408,0.461269059,0.489140588,0.506717443,0.872317157,0.931029608,0.970369929,0.120993527,0.194534335,0.21282681,0.153766833,0.011793522,0.017645024,0.01959197,0.014464704,0.031281119,0.043447854,0.051053235,0.058370216,0.068678451,0.078981086,0.112036341,0.171437447,0.159247047,0.172618281,0.051839255,0.068791317,0.08655688,0.109764651,0.110645396,,
707,0.058225779,0.092632451,0.127626089,0.150052354,0.198718498,0.24748372,0.270002618,0.283358037,0.290115674,0.091560054,0.146887744,0.204277618,0.236274496,0.315336367,0.399311256,0.439277527,0.465287222,0.479479906,0.020479867,0.037354473,0.034957088,0.039751831,0.042977696,0.162774847,0.196174317,0.27078495,0.282606279,0.272137122,0.332061985,0.069180441,0.102782617,0.117644196,0.111479655,0.139967034,0.142692142,0.052157907,0.063411923,0.076178644,0.081279844,0.088898866,0.091598877,0.016637884,0.024886476,0.028256603,0.031133087,0.035480971,0.037108754,0.458154444,0.48592304,0.503474448,0.866813135,0.925320245,0.96448223,0.116076361,0.192086501,0.211218918,0.161120783,0.011308702,0.017397833,0.019412035,0.015108816,0.031043787,0.043109445,0.050220609,0.057388498,0.068184019,0.077223715,0.110518543,0.167601821,0.157483701,0.171395707,0.051427447,0.067829867,0.085148031,0.101869883,0.110411395,,
708,0.057824775,0.092012755,0.126802417,0.149107367,0.197538258,0.246118231,0.268586308,0.281933961,0.288708752,0.090955968,0.145948721,0.203016554,0.234848815,0.313537648,0.397448009,0.437513346,0.463462231,0.477634981,0.020297262,0.035216035,0.03463614,0.039417634,0.042620654,0.160994318,0.194665905,0.267500238,0.27893981,0.270119784,0.32760879,0.067621732,0.101951494,0.116715994,0.113607099,0.13889314,0.140413591,0.051787655,0.0629722,0.075626183,0.080531844,0.088148491,0.092443692,0.016489931,0.0246808,0.02802794,0.0308847,0.03520899,0.036827852,0.454909276,0.482540007,0.500095081,0.861098345,0.919369813,0.958408002,0.111943671,0.189242557,0.209611759,0.167939641,0.010899325,0.017115818,0.019233191,0.01570294,0.030809639,0.042776175,0.049405505,0.056426141,0.067692903,0.076208056,0.108687599,0.161286516,0.155675035,0.170181477,0.051021578,0.066888254,0.083753896,0.094192594,0.110345676,,
709,0.057432161,0.091403462,0.125988623,0.148167851,0.196354514,0.244731609,0.267135298,0.280464478,0.28724656,0.090364317,0.145024832,0.201769088,0.233430211,0.31173186,0.395610852,0.435569969,0.46144458,0.475588007,0.020117383,0.033073843,0.034318712,0.03908678,0.042266443,0.159182069,0.193172347,0.263346609,0.275133015,0.26812273,0.322150506,0.0662675,0.101124659,0.115800964,0.115386995,0.137833079,0.138287004,0.051547266,0.062691887,0.075202527,0.079835948,0.087439192,0.093503795,0.016352693,0.024487436,0.027811206,0.030649762,0.034952711,0.036564854,0.451792025,0.479313555,0.496883726,0.855664207,0.913684757,0.952739407,0.10847085,0.185932777,0.208005028,0.174167582,0.010553886,0.016793079,0.019055773,0.016242289,0.030578549,0.042446658,0.048623784,0.055502602,0.067204674,0.075262191,0.106766143,0.154992861,0.153849116,0.168975196,0.050621408,0.065969778,0.082384651,0.086745292,0.110454753,,
710,0.057048081,0.0908069,0.125191098,0.147246281,0.195192083,0.243368521,0.265707422,0.27901556,0.285804782,0.089784819,0.144119861,0.200546973,0.232038866,0.309959994,0.393801303,0.433587651,0.459384679,0.473495725,0.019940189,0.030935102,0.03400434,0.038759596,0.041915738,0.157350209,0.191694055,0.25219283,0.271215037,0.266145058,0.308434056,0.065118638,0.10030261,0.114898448,0.117100329,0.136785486,0.136309424,0.051447019,0.062585328,0.074918568,0.079314625,0.086886628,0.094782568,0.01620942,0.024286885,0.027588417,0.030407798,0.03468667,0.03629331,0.448797611,0.476209109,0.493754106,0.850310367,0.908114626,0.947179282,0.10568837,0.182087361,0.206398477,0.179750131,0.010275504,0.016423255,0.018879232,0.016721547,0.030350721,0.042121531,0.047871928,0.054612953,0.066719358,0.074279085,0.105634389,0.148761345,0.152031981,0.167777174,0.050226678,0.065076776,0.081033627,0.079538946,0.110554359,,
711,0.056672077,0.090223177,0.124410315,0.146343136,0.194051158,0.242028415,0.264301079,0.277587994,0.284382843,0.089218114,0.14323431,0.199349207,0.230674547,0.308219401,0.392002249,0.431566135,0.457281618,0.471359852,0.019785473,0.023094342,0.033733845,0.038442598,0.041570066,0.155507705,0.190230597,0.241765402,0.267212521,0.264186223,0.295716686,0.064176374,0.099485574,0.114008907,0.118746746,0.135751539,0.134477543,0.051497258,0.062666822,0.074786236,0.078996779,0.086520257,0.096284648,0.016066,0.024083679,0.02736176,0.030161192,0.034418902,0.036019181,0.445781837,0.473078396,0.490583915,0.844916236,0.902473979,0.94158775,0.103627931,0.17763911,0.204792179,0.184634272,0.010067288,0.01600047,0.018703878,0.017136226,0.03012608,0.041801146,0.047141715,0.053747243,0.066237067,0.073277872,0.104440766,0.142629822,0.150248838,0.166587018,0.049837956,0.064212517,0.079705605,0.072584732,0.109809771,,
712,0.056304463,0.089651956,0.123645515,0.145457669,0.192931576,0.240710669,0.262917562,0.276181691,0.282980594,0.088663358,0.142367095,0.198176399,0.229337504,0.30651176,0.389908272,0.429506341,0.45513643,0.469178082,0.019640552,0.022245456,0.033481126,0.038157946,0.041267347,0.153664787,0.188782186,0.23203657,0.25668702,0.262246952,0.283958005,0.06344106,0.098673026,0.113132833,0.120320125,0.134730807,0.132787514,0.05170855,0.062950967,0.074816623,0.078899172,0.086355589,0.098014263,0.015921641,0.02387772,0.027131917,0.029911474,0.034143727,0.035742714,0.44272154,0.469891811,0.487309847,0.839426545,0.896715202,0.935808535,0.102319832,0.172521489,0.203185789,0.188768417,0.009932367,0.015518884,0.018529505,0.017481534,0.029904756,0.041485296,0.046434368,0.052906958,0.065757811,0.072274994,0.103206246,0.136634296,0.148524601,0.165404668,0.049454969,0.063379115,0.078404658,0.065893206,0.109074025,,
713,0.055944963,0.089093375,0.122897187,0.144590374,0.191832795,0.239415123,0.261555767,0.274796005,0.281597911,0.088121187,0.141518676,0.197027552,0.228026659,0.304835889,0.387854851,0.427408079,0.452949414,0.466954069,0.019497488,0.021456118,0.033230109,0.03787614,0.040967281,0.151829235,0.187348393,0.222979326,0.246702753,0.260327095,0.273118996,0.06290541,0.097865459,0.112268874,0.121817192,0.133723215,0.131236088,0.052092143,0.063452107,0.07502157,0.079037834,0.086410178,0.099974971,0.015784538,0.023672051,0.026909153,0.029672838,0.033871224,0.035466981,0.439692578,0.466764139,0.48424992,0.83406498,0.891135157,0.930213326,0.10179685,0.166668212,0.201579431,0.192102883,0.009874071,0.014972508,0.018356317,0.017753078,0.029686865,0.041174107,0.045750893,0.052093647,0.065282189,0.071287407,0.101951923,0.13080899,0.146881484,0.164230062,0.049077881,0.062578711,0.077134803,0.059475305,0.10834674,,
